txn_id,user_id_p,merchant,amount_p,currency_p,created_at,settled_at,status_p,dup_flag_p,entry_id,external_id,user_id_l,amount_l,currency_l,posting_date,account,status_l,dup_flag_l,_merge,match_flag
T100375,U0142,ACME INC,186.4,USD,2025-05-15,2025-05-15,settled,False,L8284268,T100375,U0142,186.4,USD,2025-05-15,Clearing,posted,False,both,True
T100376,U0146,STARK,276.51,USD,2025-06-18,2025-06-18,settled,False,L1775292,T100376,U0146,276.51,USD,2025-06-19,Cash,posted,False,both,True
T100378,U0073,GLOBEX,234.43,USD,2025-05-21,2025-05-22,settled,False,L8752342,T100378,U0073,234.43,USD,2025-05-23,Cash,posted,False,both,True
T100379,U0071,BILL.COM,424.35,USD,2025-06-22,2025-06-22,settled,False,,EXTT100379,U0071,424.35,USD,2025-06-23,,,,left_only,True
T100380,U0153,ACME INC,193.2,EUR,2025-06-17,2025-06-17,settled,False,L3561913,T100380,U0153,193.2,EUR,2025-06-18,Cash,posted,False,both,True
T100381,U0043,STARK,305.91,USD,2025-05-23,2025-05-24,settled,False,L4486142,T100381,U0043,305.91,USD,2025-05-25,Fees,posted,False,both,True
T100382,U0045,GLOBEX,359.17,USD,2025-06-14,2025-06-14,settled,False,L3680259,T100382,U0045,359.17,USD,2025-06-14,Cash,posted,False,both,True
T100383,U0150,WAYNE ENTERPRISES,8.74,USD,2025-06-22,2025-06-24,settled,False,L7200853,T100383,U0150,8.74,USD,2025-06-24,Cash,posted,False,both,True
T100384,U0024,STARK,463.88,USD,2025-05-04,2025-05-04,settled,False,L7567304,T100384,U0024,463.88,USD,2025-05-05,Fees,posted,False,both,True
T100385,U0140,WIX,101.31,USD,2025-05-04,2025-05-04,settled,False,L7424342,T100385,U0140,101.31,USD,2025-05-05,Clearing,posted,False,both,True
T100386,U0051,WIX,157.11,USD,2025-06-04,2025-06-05,settled,False,L1297883,T100386,U0051,157.11,USD,2025-06-05,Clearing,posted,False,both,True
T100387,U0163,WIX,359.49,USD,2025-05-13,2025-05-14,settled,False,L7770153,T100387,U0163,359.49,USD,2025-05-15,Cash,posted,False,both,True
T100390,U0169,HONEYBOOK,132.0,USD,2025-05-20,2025-05-21,settled,False,L9737452,T100390,U0169,132.0,USD,2025-05-21,Fees,posted,False,both,True
T100391,U0006,WIX,277.36,USD,2025-06-11,2025-06-13,settled,False,L4324024,T100391,U0006,277.36,USD,2025-06-14,Clearing,posted,False,both,True
T100392,U0122,HONEYBOOK,302.8,USD,2025-05-22,2025-05-22,settled,False,L6620724,T100392,U0122,302.8,USD,2025-05-22,Fees,posted,False,both,True
T100393,U0025,ACME INC,325.07,USD,2025-06-27,2025-06-27,settled,False,L8643374,T100393,U0025,325.07,USD,2025-06-28,Clearing,posted,False,both,True
T100395,U0090,HONEYBOOK,154.52,USD,2025-05-19,2025-05-21,settled,False,L7289270,T100395,U0090,154.52,USD,2025-05-21,Clearing,posted,False,both,True
T100396,U0088,GLOBEX,384.49,USD,2025-06-02,2025-06-04,settled,False,L5128784,T100396,U0088,384.49,USD,2025-06-05,Fees,posted,False,both,True
T100397,U0068,RELAY,121.44,EUR,2025-06-02,2025-06-04,settled,False,L1311385,T100397,U0068,121.44,EUR,2025-06-05,Clearing,posted,False,both,True
T100398,U0148,ACME INC,93.33,USD,2025-05-15,2025-05-17,settled,False,L3201580,T100398,U0148,93.33,USD,2025-05-18,Cash,posted,False,both,True
T100399,U0198,BILL.COM,320.79,USD,2025-05-14,2025-05-14,settled,False,L9508851,T100399,U0198,320.79,USD,2025-05-14,Fees,posted,False,both,True
T100400,U0184,WIX,75.18,USD,2025-06-04,2025-06-06,settled,False,L7683635,T100400,U0184,75.18,USD,2025-06-06,Cash,posted,False,both,True
T100401,U0084,GLOBEX,205.14,USD,2025-06-10,2025-06-10,settled,False,L3429151,T100401,U0084,205.14,USD,2025-06-11,Clearing,posted,False,both,True
T100402,U0023,STARK,410.26,USD,2025-05-26,2025-05-27,settled,False,L9890401,T100402,U0023,410.26,USD,2025-05-28,Cash,posted,False,both,True
T100403,U0041,BILL.COM,140.71,USD,2025-06-09,2025-06-09,settled,False,L5976563,T100403,U0041,140.71,USD,2025-06-10,Fees,posted,False,both,True
T100404,U0096,STARK,99.97,USD,2025-06-02,2025-06-04,settled,False,L1506995,T100404,U0096,99.97,USD,2025-06-04,Fees,posted,False,both,True
T100405,U0069,ACME INC,310.49,USD,2025-06-18,2025-06-19,settled,False,L1287635,T100405,U0069,310.49,USD,2025-06-20,Fees,posted,False,both,True
T100406,U0187,HONEYBOOK,39.62,USD,2025-05-21,2025-05-22,settled,False,L7335787,T100406,U0187,39.62,USD,2025-05-22,Clearing,posted,False,both,True
T100407,U0199,GLOBEX,341.67,USD,2025-06-27,2025-06-29,settled,False,L4081362,T100407,U0199,341.67,USD,2025-06-29,Clearing,posted,False,both,True
T100408,U0085,WIX,30.91,USD,2025-05-02,2025-05-03,settled,False,L6081502,T100408,U0085,30.91,USD,2025-05-04,Fees,posted,False,both,True
T100409,U0034,GLOBEX,225.94,USD,2025-05-22,2025-05-23,settled,False,L8323777,T100409,U0034,225.94,USD,2025-05-24,Clearing,posted,False,both,True
T100410,U0035,HONEYBOOK,91.77,USD,2025-06-16,2025-06-16,settled,False,L1407974,T100410,U0035,91.77,USD,2025-06-16,Cash,posted,False,both,True
T100411,U0054,BILL.COM,207.69,USD,2025-06-26,2025-06-28,settled,False,L7999366,T100411,U0054,207.69,USD,2025-06-29,Clearing,posted,False,both,True
T100412,U0143,STARK,177.05,USD,2025-05-08,2025-05-10,settled,False,L5718912,T100412,U0143,177.05,USD,2025-05-11,Fees,posted,False,both,True
T100413,U0143,WIX,121.15,USD,2025-06-20,2025-06-21,settled,False,L6497963,T100413,U0143,121.15,USD,2025-06-22,Fees,posted,False,both,True
T100415,U0148,STARK,313.67,USD,2025-05-08,2025-05-10,settled,False,L7436737,T100415,U0148,313.67,USD,2025-05-10,Clearing,posted,False,both,True
T100417,U0141,STARK,155.05,USD,2025-06-10,2025-06-10,settled,False,L5639022,T100417,U0141,155.05,USD,2025-06-10,Cash,posted,False,both,True
T100418,U0001,WAYNE ENTERPRISES,123.33,USD,2025-05-11,2025-05-13,settled,False,L9710506,T100418,U0001,123.33,USD,2025-05-13,Fees,posted,False,both,True
T100419,U0179,WIX,226.37,USD,2025-05-18,2025-05-20,settled,False,L6232651,T100419,U0179,226.37,USD,2025-05-21,Cash,posted,False,both,True
T100420,U0005,WAYNE ENTERPRISES,394.21,USD,2025-05-22,2025-05-22,settled,False,L3183955,T100420,U0005,394.21,USD,2025-05-22,Fees,posted,False,both,True
T100421,U0011,RELAY,201.6,USD,2025-05-18,2025-05-18,settled,False,L2767413,T100421,U0011,201.6,USD,2025-05-18,Fees,posted,False,both,True
T100422,U0034,WIX,439.6,USD,2025-05-14,2025-05-15,settled,False,L8896403,T100422,U0034,439.6,USD,2025-05-15,Cash,posted,False,both,True
T100423,U0066,BILL.COM,109.93,USD,2025-05-09,2025-05-11,settled,False,,EXTT100423,U0066,109.93,USD,2025-05-11,,,,left_only,True
T100424,U0148,WAYNE ENTERPRISES,90.89,USD,2025-06-04,2025-06-05,settled,False,L2652131,T100424,U0148,90.89,USD,2025-06-06,Clearing,posted,False,both,True
T100425,U0019,GLOBEX,322.28,USD,2025-05-02,2025-05-02,settled,False,L3490272,T100425,U0019,322.28,USD,2025-05-03,Cash,posted,False,both,True
T100426,U0053,ACME INC,461.76,USD,2025-05-01,2025-05-02,settled,False,L8208387,T100426,U0053,461.76,USD,2025-05-03,Cash,posted,False,both,True
T100427,U0079,WIX,415.52,USD,2025-05-03,2025-05-05,settled,False,L5434315,T100427,U0079,415.52,USD,2025-05-06,Cash,posted,False,both,True
T100428,U0168,WIX,77.46,EUR,2025-05-08,2025-05-08,settled,False,L5013582,T100428,U0168,77.46,EUR,2025-05-09,Cash,posted,False,both,True
T100429,U0195,ACME INC,120.11,USD,2025-06-29,2025-06-29,settled,False,L2596246,T100429,U0195,120.11,USD,2025-06-29,Fees,posted,False,both,True
T100432,U0030,WAYNE ENTERPRISES,284.4,USD,2025-05-10,2025-05-10,settled,False,,EXTT100432,U0030,284.4,USD,2025-05-10,,,,left_only,True
T100433,U0129,WIX,497.46,USD,2025-06-25,2025-06-27,settled,False,L8157676,T100433,U0129,497.46,USD,2025-06-27,Cash,posted,False,both,True
T100434,U0082,ACME INC,75.41,USD,2025-05-28,2025-05-29,settled,False,L6569451,T100434,U0082,75.41,USD,2025-05-29,Fees,posted,False,both,True
T100435,U0114,RELAY,347.62,EUR,2025-05-04,2025-05-06,settled,False,L3670492,T100435,U0114,347.62,EUR,2025-05-06,Clearing,posted,False,both,True
T100436,U0039,ACME INC,120.16,USD,2025-05-29,2025-05-30,settled,False,L5537454,T100436,U0039,120.16,USD,2025-05-30,Cash,posted,False,both,True
T100437,U0177,RELAY,397.09,USD,2025-06-04,2025-06-06,settled,False,L2706930,T100437,U0177,397.09,USD,2025-06-06,Cash,posted,False,both,True
T100438,U0154,STARK,243.41,USD,2025-06-06,2025-06-06,settled,False,L6981804,T100438,U0154,243.41,USD,2025-06-06,Cash,posted,False,both,True
T100439,U0085,HONEYBOOK,10.46,USD,2025-05-27,2025-05-27,settled,False,L9526508,T100439,U0085,10.46,USD,2025-05-27,Fees,posted,False,both,True
T100440,U0078,HONEYBOOK,381.34,USD,2025-06-25,2025-06-27,settled,False,L9901674,T100440,U0078,381.34,USD,2025-06-28,Fees,posted,False,both,True
T100441,U0132,ACME INC,165.13,USD,2025-06-19,2025-06-19,settled,False,L9283161,T100441,U0132,165.13,USD,2025-06-20,Fees,posted,False,both,True
T100442,U0180,GLOBEX,36.99,USD,2025-06-05,2025-06-05,settled,False,L2657583,T100442,U0180,36.99,USD,2025-06-06,Fees,posted,False,both,True
T100443,U0187,WAYNE ENTERPRISES,229.92,USD,2025-06-24,2025-06-24,settled,False,L5532889,T100443,U0187,229.92,USD,2025-06-24,Clearing,posted,False,both,True
T100444,U0025,WIX,79.27,USD,2025-06-17,2025-06-18,settled,False,L4132293,T100444,U0025,79.27,USD,2025-06-19,Clearing,posted,False,both,True
T100445,U0179,HONEYBOOK,232.43,USD,2025-06-11,2025-06-11,settled,False,L6715175,T100445,U0179,232.43,USD,2025-06-11,Fees,posted,False,both,True
T100446,U0112,ACME INC,55.56,USD,2025-06-10,2025-06-10,settled,False,L6745980,T100446,U0112,55.56,USD,2025-06-10,Cash,posted,False,both,True
T100447,U0129,STARK,42.83,EUR,2025-05-10,2025-05-11,settled,False,L6080692,T100447,U0129,42.83,EUR,2025-05-12,Cash,posted,False,both,True
T100449,U0033,BILL.COM,448.08,USD,2025-06-18,2025-06-20,settled,False,,EXTT100449,U0033,448.08,USD,2025-06-21,,,,left_only,True
T100450,U0144,STARK,228.06,USD,2025-05-19,2025-05-19,settled,False,L2390598,T100450,U0144,228.06,USD,2025-05-20,Clearing,posted,False,both,True
T100451,U0159,STARK,258.55,USD,2025-05-13,2025-05-13,settled,False,L7770161,T100451,U0159,258.55,USD,2025-05-14,Fees,posted,False,both,True
T100452,U0086,WAYNE ENTERPRISES,331.22,USD,2025-05-24,2025-05-26,settled,False,L9699043,T100452,U0086,331.22,USD,2025-05-27,Clearing,posted,False,both,True
T100453,U0151,ACME INC,478.47,USD,2025-06-09,2025-06-10,settled,False,L4688173,T100453,U0151,478.47,USD,2025-06-11,Clearing,posted,False,both,True
T100454,U0158,WIX,495.84,USD,2025-05-15,2025-05-17,settled,False,L4277746,T100454,U0158,495.84,USD,2025-05-17,Clearing,posted,False,both,True
T100455,U0134,WAYNE ENTERPRISES,96.67,USD,2025-05-05,2025-05-05,settled,False,L6254230,T100455,U0134,96.67,USD,2025-05-05,Cash,posted,False,both,True
T100456,U0093,WIX,383.36,USD,2025-05-10,2025-05-11,settled,False,L4567945,T100456,U0093,383.36,USD,2025-05-12,Clearing,posted,False,both,True
T100457,U0110,BILL.COM,259.76,USD,2025-05-31,2025-05-31,settled,False,L3089632,T100457,U0110,259.76,USD,2025-06-01,Cash,posted,False,both,True
T100458,U0072,GLOBEX,335.34,USD,2025-06-18,2025-06-19,settled,False,L8729578,T100458,U0072,335.34,USD,2025-06-20,Clearing,posted,False,both,True
T100459,U0067,WIX,39.28,USD,2025-06-27,2025-06-29,settled,False,L5028604,T100459,U0067,39.28,USD,2025-06-29,Fees,posted,False,both,True
T100461,U0001,WIX,245.58,USD,2025-05-31,2025-06-01,settled,False,L2944606,T100461,U0001,245.58,USD,2025-06-02,Cash,posted,False,both,True
T100462,U0010,GLOBEX,172.44,USD,2025-05-18,2025-05-20,settled,False,L2347203,T100462,U0010,172.44,USD,2025-05-21,Clearing,posted,False,both,True
T100463,U0152,BILL.COM,218.88,USD,2025-06-19,2025-06-20,settled,False,L2799971,T100463,U0152,218.88,USD,2025-06-20,Clearing,posted,False,both,True
T100464,U0157,STARK,65.14,USD,2025-06-20,2025-06-21,settled,False,L1573881,T100464,U0157,65.14,USD,2025-06-21,Clearing,posted,False,both,True
T100465,U0112,BILL.COM,496.25,USD,2025-05-30,2025-06-01,settled,False,L4878551,T100465,U0112,496.25,USD,2025-06-01,Clearing,posted,False,both,True
T100466,U0038,ACME INC,132.92,USD,2025-05-18,2025-05-18,settled,False,L2613560,T100466,U0038,132.92,USD,2025-05-19,Clearing,posted,False,both,True
T100467,U0140,WIX,232.97,USD,2025-06-15,2025-06-16,settled,False,L9605094,T100467,U0140,232.97,USD,2025-06-16,Cash,posted,False,both,True
T100468,U0134,RELAY,329.8,USD,2025-05-22,2025-05-23,settled,False,L5305665,T100468,U0134,329.8,USD,2025-05-24,Fees,posted,False,both,True
T100469,U0088,WIX,272.08,USD,2025-05-18,2025-05-19,settled,False,L2730283,T100469,U0088,272.08,USD,2025-05-20,Clearing,posted,False,both,True
T100470,U0028,HONEYBOOK,364.36,USD,2025-06-19,2025-06-21,settled,False,L1828282,T100470,U0028,364.36,USD,2025-06-21,Clearing,posted,False,both,True
T100471,U0150,BILL.COM,174.48,USD,2025-06-12,2025-06-12,settled,False,L8359659,T100471,U0150,174.48,USD,2025-06-13,Fees,posted,False,both,True
T100474,U0135,GLOBEX,281.23,USD,2025-05-01,2025-05-01,settled,False,L6582266,T100474,U0135,281.23,USD,2025-05-02,Clearing,posted,False,both,True
T100475,U0002,ACME INC,142.56,EUR,2025-06-01,2025-06-02,settled,False,L4716434,T100475,U0002,142.56,EUR,2025-06-03,Clearing,posted,False,both,True
T100476,U0097,WAYNE ENTERPRISES,158.91,USD,2025-06-15,2025-06-17,settled,False,L4230786,T100476,U0097,158.91,USD,2025-06-17,Fees,posted,False,both,True
T100477,U0154,GLOBEX,180.92,USD,2025-05-09,2025-05-10,settled,False,L4621420,T100477,U0154,180.92,USD,2025-05-10,Fees,posted,False,both,True
T100478,U0089,GLOBEX,22.48,USD,2025-05-14,2025-05-15,settled,False,L2114100,T100478,U0089,22.48,USD,2025-05-15,Cash,posted,False,both,True
T100479,U0120,GLOBEX,380.54,USD,2025-05-11,2025-05-13,settled,False,L7281328,T100479,U0120,380.54,USD,2025-05-13,Cash,posted,False,both,True
T100480,U0069,BILL.COM,253.51,USD,2025-05-04,2025-05-06,settled,False,L9239115,T100480,U0069,253.51,USD,2025-05-07,Cash,posted,False,both,True
T100481,U0124,STARK,362.43,USD,2025-06-23,2025-06-25,settled,False,L9642979,T100481,U0124,362.43,USD,2025-06-26,Cash,posted,False,both,True
T100482,U0153,HONEYBOOK,333.21,USD,2025-06-09,2025-06-11,settled,False,L9295953,T100482,U0153,333.21,USD,2025-06-12,Clearing,posted,False,both,True
T100483,U0148,GLOBEX,311.7,USD,2025-06-29,2025-06-29,settled,False,L9176958,T100483,U0148,311.7,USD,2025-06-30,Cash,posted,False,both,True
T100484,U0172,STARK,204.15,USD,2025-05-04,2025-05-04,settled,False,L6929191,T100484,U0172,204.15,USD,2025-05-05,Cash,posted,False,both,True
T100485,U0013,WAYNE ENTERPRISES,37.1,USD,2025-06-27,2025-06-29,settled,False,,EXTT100485,U0013,37.1,USD,2025-06-29,,,,left_only,True
T100486,U0131,BILL.COM,303.73,USD,2025-05-30,2025-05-31,settled,False,L7594244,T100486,U0131,303.73,USD,2025-06-01,Cash,posted,False,both,True
T100487,U0146,RELAY,16.35,USD,2025-06-18,2025-06-20,settled,False,L1231414,T100487,U0146,16.35,USD,2025-06-21,Cash,posted,False,both,True
T100488,U0109,WAYNE ENTERPRISES,33.98,USD,2025-05-30,2025-05-31,settled,False,L6050058,T100488,U0109,33.98,USD,2025-05-31,Fees,posted,False,both,True
T100489,U0116,RELAY,413.44,USD,2025-06-17,2025-06-17,settled,False,L9594859,T100489,U0116,413.44,USD,2025-06-17,Cash,posted,False,both,True
T100490,U0093,RELAY,369.08,EUR,2025-05-18,2025-05-20,settled,False,L9050763,T100490,U0093,369.08,EUR,2025-05-20,Fees,posted,False,both,True
T100491,U0115,ACME INC,301.12,USD,2025-05-11,2025-05-11,settled,False,L7730419,T100491,U0115,301.12,USD,2025-05-12,Cash,posted,False,both,True
T100492,U0117,HONEYBOOK,90.87,USD,2025-05-04,2025-05-06,settled,False,L8542242,T100492,U0117,90.87,USD,2025-05-06,Clearing,posted,False,both,True
T100493,U0142,WIX,495.61,USD,2025-06-08,2025-06-08,settled,False,L7312379,T100493,U0142,495.61,USD,2025-06-08,Cash,posted,False,both,True
T100494,U0089,BILL.COM,105.45,USD,2025-05-10,2025-05-11,settled,False,L2968921,T100494,U0089,105.45,USD,2025-05-12,Cash,posted,False,both,True
T100495,U0002,HONEYBOOK,351.62,USD,2025-06-23,2025-06-23,settled,False,L2764694,T100495,U0002,351.62,USD,2025-06-23,Fees,posted,False,both,True
T100496,U0197,ACME INC,465.16,USD,2025-06-22,2025-06-24,settled,False,L6904214,T100496,U0197,465.16,USD,2025-06-25,Fees,posted,False,both,True
T100497,U0169,WAYNE ENTERPRISES,217.68,USD,2025-05-29,2025-05-29,settled,False,L9358827,T100497,U0169,217.68,USD,2025-05-29,Clearing,posted,False,both,True
T100498,U0048,HONEYBOOK,231.8,USD,2025-06-05,2025-06-06,settled,False,L2488303,T100498,U0048,231.8,USD,2025-06-06,Fees,posted,False,both,True
T100499,U0089,STARK,29.67,USD,2025-06-19,2025-06-21,settled,False,L2903124,T100499,U0089,29.67,USD,2025-06-21,Clearing,posted,False,both,True
